EmployeeNumber,Age,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobLevel,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,StandardHours,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1642,44,Human Resources,1,5,Human Resources,Male,Human Resources,2,Married,5743,10503,4,1,80,0,14,10,7,0,2
1644,48,Research & Development,4,5,Medical,Male,Manager,4,Married,15202,5602,2,1,80,1,23,2,2,2,2
1645,35,Sales,15,2,Medical,Male,Sales Executive,2,Divorced,5440,22098,6,1,80,2,7,2,2,2,2
1646,24,Research & Development,2,1,Technical Degree,Female,Research Scientist,1,Single,3760,17218,1,1,80,0,6,6,3,1,3
1647,27,Research & Development,8,3,Medical,Female,Research Scientist,1,Married,3517,22490,7,1,80,0,5,3,2,0,2
1648,27,Research & Development,2,3,Medical,Male,Research Scientist,1,Single,2580,6297,2,1,80,0,6,4,2,1,2
1649,40,Research & Development,7,3,Life Sciences,Male,Laboratory Technician,1,Single,2166,3339,3,1,80,0,10,4,2,0,3
1650,29,Sales,10,3,Medical,Male,Sales Executive,2,Single,5869,23413,9,1,80,0,8,5,2,1,4
1651,36,Research & Development,5,4,Life Sciences,Female,Healthcare Representative,3,Married,8008,22792,4,1,80,2,9,3,2,0,2
1653,25,Research & Development,2,1,Life Sciences,Male,Manufacturing Director,2,Divorced,5206,4973,1,1,80,2,7,7,7,0,7
1654,39,Research & Development,12,3,Medical,Male,Manufacturing Director,2,Married,5295,7693,4,1,80,0,7,5,4,1,0
1655,49,Research & Development,22,4,Other,Female,Research Director,4,Married,16413,3498,3,1,80,2,27,4,2,1,2
1656,50,Research & Development,17,5,Life Sciences,Female,Research Director,3,Divorced,13269,21981,5,1,80,3,19,14,11,1,11
1657,20,Sales,2,3,Medical,Female,Sales Representative,1,Single,2783,13251,1,1,80,0,2,2,2,2,2
1658,34,Research & Development,3,3,Life Sciences,Female,Research Scientist,2,Divorced,5433,19332,1,1,80,1,11,11,8,7,9
1659,36,Research & Development,7,3,Life Sciences,Male,Laboratory Technician,1,Single,2013,10950,2,1,80,0,15,4,3,1,3
1661,49,Research & Development,6,1,Life Sciences,Female,Healthcare Representative,4,Married,13966,11652,2,1,80,1,30,15,11,2,12
1662,36,Research & Development,1,4,Medical,Female,Manufacturing Director,2,Married,4374,15411,0,1,80,0,4,3,2,1,2
1664,36,Research & Development,3,2,Life Sciences,Male,Healthcare Representative,2,Divorced,6842,26308,6,1,80,1,13,5,4,0,4
1665,54,Research & Development,22,5,Medical,Female,Manager,4,Married,17426,18685,3,1,80,1,36,10,8,4,7
1666,43,Research & Development,15,2,Life Sciences,Male,Research Director,4,Married,17603,3525,1,1,80,1,14,14,10,6,11
1667,35,Sales,12,4,Other,Male,Sales Executive,2,Single,4581,10414,3,1,80,0,13,11,9,6,7
1668,38,Research & Development,1,3,Life Sciences,Male,Research Scientist,2,Married,4735,9867,7,1,80,2,19,13,11,2,9
1669,29,Sales,5,3,Medical,Male,Sales Executive,2,Divorced,4187,3356,1,1,80,1,10,10,0,0,9
1670,33,Sales,2,4,Medical,Male,Sales Executive,2,Divorced,5505,3921,1,1,80,2,6,6,2,0,4
1671,32,Research & Development,2,3,Medical,Male,Research Scientist,2,Divorced,5470,25518,0,1,80,2,10,9,5,1,6
1673,31,Sales,5,4,Life Sciences,Female,Sales Executive,2,Married,5476,22589,1,1,80,2,10,10,0,0,2
1674,49,Research & Development,16,3,Medical,Female,Laboratory Technician,1,Divorced,2587,24941,4,1,80,1,17,2,2,2,2
1675,38,Research & Development,2,3,Medical,Female,Laboratory Technician,1,Single,2440,23826,1,1,80,0,4,4,3,3,3
1676,47,Sales,2,4,Life Sciences,Female,Manager,4,Divorced,15972,21086,6,1,80,3,29,3,2,1,2
1677,49,Research & Development,1,3,Life Sciences,Male,Manager,4,Single,15379,22384,4,1,80,0,23,8,7,0,0
1678,41,Sales,23,2,Life Sciences,Male,Sales Executive,3,Single,7082,11591,3,1,80,0,21,2,0,0,2
1680,20,Sales,9,1,Life Sciences,Male,Sales Representative,1,Single,2728,21082,1,1,80,0,2,2,2,0,2
1681,33,Sales,16,3,Life Sciences,Female,Sales Executive,2,Divorced,5368,16130,1,1,80,1,7,6,5,1,2
1682,36,Research & Development,26,4,Life Sciences,Male,Healthcare Representative,2,Married,5347,7419,6,1,80,2,10,3,2,0,2
1683,44,Human Resources,1,3,Life Sciences,Female,Human Resources,1,Divorced,3195,4167,4,1,80,3,8,2,2,2,2
1684,23,Research & Development,8,1,Medical,Male,Laboratory Technician,1,Single,3989,20586,1,1,80,0,5,5,4,1,2
1687,38,Research & Development,4,2,Medical,Female,Laboratory Technician,1,Married,3306,26176,7,1,80,1,7,0,0,0,0
1689,53,Research & Development,24,4,Medical,Male,Healthcare Representative,3,Married,7005,3458,3,1,80,0,11,4,3,1,2
1691,48,Sales,7,2,Medical,Female,Sales Representative,1,Married,2655,11740,2,1,80,2,19,9,7,7,7
1692,32,Research & Development,2,4,Life Sciences,Male,Laboratory Technician,1,Single,1393,24852,1,1,80,0,1,1,0,0,0
1693,26,Research & Development,7,3,Medical,Male,Laboratory Technician,1,Single,2570,11925,1,1,80,0,7,7,7,5,7
1694,55,Research & Development,22,3,Technical Degree,Male,Research Scientist,1,Divorced,3537,23737,5,1,80,1,8,4,2,1,2
1696,34,Research & Development,5,2,Medical,Male,Laboratory Technician,2,Married,3986,11912,1,1,80,1,15,15,10,4,13
1697,60,Research & Development,1,4,Medical,Male,Healthcare Representative,3,Divorced,10883,20467,3,1,80,1,19,1,0,0,0
1698,33,Research & Development,21,3,Medical,Male,Laboratory Technician,1,Married,2028,13637,1,1,80,3,14,14,11,2,13
1700,37,Sales,1,4,Medical,Male,Sales Executive,2,Divorced,9525,7677,1,1,80,2,6,6,3,1,3
1701,34,Research & Development,19,3,Life Sciences,Female,Research Scientist,1,Married,2929,20338,1,1,80,0,10,10,9,8,7
1702,23,Sales,7,3,Life Sciences,Male,Sales Representative,1,Divorced,2275,25103,1,1,80,1,3,3,2,0,2
1703,44,Research & Development,2,3,Life Sciences,Female,Healthcare Representative,3,Married,7879,14810,1,1,80,1,9,8,7,6,7
1704,35,Research & Development,2,4,Medical,Male,Research Scientist,1,Single,4930,13970,0,1,80,0,6,5,4,1,4
1706,43,Sales,2,3,Medical,Male,Sales Executive,2,Married,7847,6069,1,1,80,1,10,10,9,8,8
1707,24,Research & Development,9,3,Medical,Male,Research Scientist,1,Married,4401,17616,1,1,80,1,5,5,3,0,4
1708,41,Sales,6,3,Marketing,Male,Sales Executive,3,Single,9241,15869,1,1,80,0,10,10,8,8,7
1709,29,Research & Development,9,4,Medical,Female,Laboratory Technician,1,Married,2974,25412,9,1,80,1,9,5,3,1,2
1710,36,Sales,2,4,Life Sciences,Female,Sales Representative,2,Single,4502,7439,3,1,80,0,17,13,7,6,7
1712,45,Research & Development,1,1,Life Sciences,Male,Healthcare Representative,3,Married,10748,3395,3,1,80,1,25,23,15,14,4
1714,24,Human Resources,22,1,Human Resources,Male,Human Resources,1,Married,1555,11585,1,1,80,1,1,1,0,0,0
1716,47,Sales,9,3,Life Sciences,Male,Sales Executive,4,Married,12936,24164,7,1,80,0,25,23,5,14,10
1718,26,Research & Development,17,4,Medical,Male,Laboratory Technician,1,Married,2305,6217,1,1,80,3,3,3,2,0,2
1719,45,Research & Development,28,2,Technical Degree,Female,Research Director,4,Single,16704,17119,1,1,80,0,21,21,6,8,6
1720,32,Research & Development,10,3,Life Sciences,Male,Research Scientist,1,Married,3433,17360,6,1,80,1,10,5,2,1,3
1721,31,Research & Development,2,4,Life Sciences,Male,Laboratory Technician,1,Married,3477,18103,1,1,80,1,6,5,2,0,3
1722,41,Human Resources,4,3,Human Resources,Male,Human Resources,2,Married,6430,20794,6,1,80,1,10,3,2,1,2
1724,40,Research & Development,8,2,Life Sciences,Female,Manufacturing Director,2,Married,6516,5041,2,1,80,1,18,1,0,0,0
1725,24,Research & Development,29,1,Medical,Male,Laboratory Technician,1,Divorced,3907,3622,1,1,80,3,6,6,2,1,2
1727,46,Research & Development,13,4,Life Sciences,Male,Healthcare Representative,2,Single,5562,9697,6,1,80,0,19,10,7,0,9
1728,35,Research & Development,27,4,Life Sciences,Male,Manufacturing Director,2,Married,6883,5151,2,1,80,1,17,7,7,0,7
1729,30,Research & Development,16,1,Life Sciences,Male,Research Scientist,1,Married,2862,3811,1,1,80,1,10,10,0,0,8
1731,47,Sales,2,4,Marketing,Male,Sales Executive,2,Married,4978,3536,7,1,80,1,4,1,0,0,0
1732,46,Sales,2,3,Life Sciences,Male,Sales Executive,3,Divorced,10368,5596,4,1,80,1,13,10,6,0,3
1733,36,Sales,13,5,Marketing,Male,Sales Executive,2,Divorced,6134,8658,5,1,80,3,16,2,2,2,2
1734,32,Sales,1,2,Life Sciences,Male,Sales Executive,2,Single,6735,12147,6,1,80,0,10,0,0,0,0
1735,23,Research & Development,4,1,Medical,Female,Laboratory Technician,1,Single,3295,12862,1,1,80,0,3,3,2,1,2
1736,31,Research & Development,24,1,Technical Degree,Female,Manufacturing Director,2,Single,5238,6670,2,1,80,0,9,5,4,1,4
1737,39,Research & Development,1,3,Life Sciences,Male,Laboratory Technician,2,Married,6472,8989,1,1,80,1,9,9,8,5,8
1739,32,Sales,19,3,Life Sciences,Male,Sales Executive,3,Married,9610,3840,3,1,80,1,10,4,3,0,2
1740,40,Sales,7,4,Medical,Male,Manager,5,Single,19833,4349,1,1,80,0,21,21,8,12,8
1744,45,Human Resources,4,3,Life Sciences,Female,Human Resources,3,Married,9756,6595,4,1,80,2,9,5,0,0,3
1745,30,Research & Development,2,4,Technical Degree,Female,Research Scientist,1,Single,4968,26427,0,1,80,0,10,9,7,0,7
1746,24,Human Resources,10,3,Medical,Male,Human Resources,1,Married,2145,2097,0,1,80,1,3,2,2,2,1
1747,30,Human Resources,8,3,Human Resources,Female,Human Resources,1,Divorced,2180,9732,6,1,80,1,6,4,2,1,2
1749,31,Sales,5,3,Technical Degree,Male,Sales Executive,2,Married,8346,20943,1,1,80,1,6,5,2,0,2
1751,27,Research & Development,8,3,Medical,Female,Research Scientist,1,Single,3445,6152,1,1,80,0,6,6,2,1,4
1752,29,Sales,9,3,Marketing,Female,Sales Representative,1,Single,2760,14630,1,1,80,0,2,2,2,2,2
1753,29,Research & Development,1,3,Life Sciences,Male,Healthcare Representative,2,Single,6294,23060,8,1,80,0,10,3,2,0,2
1754,30,Sales,15,2,Marketing,Male,Sales Executive,3,Divorced,7140,3088,2,1,80,1,12,7,7,1,7
1755,34,Research & Development,2,4,Medical,Male,Research Scientist,1,Married,2932,5586,0,1,80,3,6,5,0,1,2
1756,33,Sales,2,3,Marketing,Female,Sales Executive,2,Single,5147,10697,8,1,80,0,13,11,7,1,7
1757,49,Sales,11,4,Marketing,Female,Sales Executive,2,Single,4507,8191,3,1,80,0,8,5,1,0,4
1758,33,Sales,16,3,Life Sciences,Female,Sales Executive,3,Single,8564,10092,2,1,80,0,11,0,0,0,0
1760,38,Research & Development,2,2,Medical,Female,Laboratory Technician,1,Married,2468,15963,4,1,80,1,9,6,1,0,5
1761,31,Sales,16,4,Marketing,Male,Sales Executive,3,Married,8161,19002,2,1,80,3,10,1,0,0,0
1762,29,Research & Development,4,3,Technical Degree,Female,Research Scientist,1,Divorced,2109,10007,1,1,80,1,1,1,0,0,0
1763,30,Research & Development,16,3,Life Sciences,Male,Healthcare Representative,2,Married,5294,9128,3,1,80,1,10,7,0,1,7
1764,32,Research & Development,5,4,Technical Degree,Male,Research Scientist,1,Single,2718,17674,2,1,80,0,12,7,7,0,7
1766,38,Research & Development,18,3,Medical,Male,Healthcare Representative,2,Married,5811,24539,3,1,80,1,15,1,0,1,0
1767,43,Research & Development,17,3,Technical Degree,Male,Research Scientist,1,Married,2437,15587,9,1,80,1,6,1,0,0,0
1768,42,Research & Development,12,3,Medical,Male,Laboratory Technician,1,Divorced,2766,8952,8,1,80,3,7,5,3,0,4
1770,55,Research & Development,2,3,Medical,Male,Research Director,5,Married,19038,19805,8,1,80,3,34,1,0,0,0
1771,33,Research & Development,4,3,Technical Degree,Male,Research Scientist,2,Divorced,3055,6194,5,1,80,2,11,9,8,1,7
1772,41,Research & Development,9,4,Life Sciences,Male,Laboratory Technician,1,Divorced,2289,20520,1,1,80,2,5,5,3,0,4
1774,34,Sales,10,3,Life Sciences,Male,Sales Executive,2,Divorced,4001,12313,1,1,80,1,15,15,14,0,7
1775,53,Research & Development,1,4,Medical,Female,Manufacturing Director,4,Married,12965,22308,4,1,80,3,27,3,2,0,2
1778,43,Human Resources,2,3,Life Sciences,Male,Human Resources,1,Single,3539,5033,0,1,80,0,10,9,7,1,8
1779,34,Sales,3,2,Life Sciences,Female,Sales Executive,2,Single,6029,25353,5,1,80,0,6,2,2,2,2
1780,21,Sales,7,1,Marketing,Male,Sales Representative,1,Single,2679,4567,1,1,80,0,1,1,0,1,0
1782,38,Research & Development,6,2,Other,Female,Laboratory Technician,1,Married,3702,16376,1,1,80,1,5,5,4,0,4
1783,22,Research & Development,8,1,Medical,Female,Laboratory Technician,1,Married,2398,15999,1,1,80,0,1,1,0,0,0
1784,31,Sales,29,4,Marketing,Female,Sales Executive,2,Married,5468,13402,1,1,80,2,13,12,7,5,7
1786,51,Research & Development,3,3,Technical Degree,Female,Manager,3,Married,13116,22984,2,1,80,0,15,2,2,2,2
1787,37,Sales,9,2,Marketing,Male,Sales Executive,2,Married,4189,8800,1,1,80,2,5,5,2,0,3
1789,46,Research & Development,2,4,Medical,Male,Research Director,5,Divorced,19328,14218,7,1,80,1,24,2,1,2,2
1790,36,Research & Development,10,3,Life Sciences,Male,Healthcare Representative,3,Married,8321,25949,7,1,80,1,15,12,8,5,7
1792,44,Research & Development,1,2,Medical,Male,Research Scientist,1,Divorced,2342,11092,1,1,80,3,6,5,3,2,3
1794,37,Human Resources,8,2,Other,Male,Human Resources,2,Divorced,4071,12832,2,1,80,0,19,10,0,4,7
1797,35,Sales,27,3,Life Sciences,Male,Sales Executive,2,Single,5813,13492,1,1,80,0,10,10,7,7,7
1798,33,Research & Development,8,4,Life Sciences,Male,Research Scientist,1,Married,3143,6076,6,1,80,1,14,10,8,7,6
1799,28,Research & Development,1,3,Life Sciences,Male,Research Scientist,1,Married,2044,5531,1,1,80,1,5,5,3,0,3
1800,39,Research & Development,10,1,Medical,Male,Research Director,3,Single,13464,7914,7,1,80,0,9,4,3,2,2
1801,46,Sales,26,2,Life Sciences,Male,Sales Executive,2,Single,7991,25166,8,1,80,0,6,2,2,2,2
1802,40,Research & Development,2,2,Life Sciences,Female,Laboratory Technician,1,Married,3377,25605,4,1,80,1,7,4,3,0,2
1803,42,Research & Development,13,3,Medical,Male,Healthcare Representative,2,Married,5538,5696,5,1,80,2,10,0,0,0,0
1804,35,Research & Development,2,2,Medical,Male,Manufacturing Director,2,Divorced,5762,24442,2,1,80,1,15,7,7,1,7
1805,38,Human Resources,2,3,Human Resources,Male,Human Resources,1,Divorced,2592,7129,5,1,80,3,13,11,10,3,8
1807,34,Research & Development,9,4,Life Sciences,Male,Laboratory Technician,2,Married,5346,6208,4,1,80,1,11,7,1,0,7
1809,37,Research & Development,10,4,Medical,Male,Manufacturing Director,2,Single,4213,4992,1,1,80,0,10,10,3,0,8
1812,39,Sales,20,3,Life Sciences,Male,Sales Executive,2,Divorced,4127,19188,2,1,80,1,7,2,1,2,2
1813,43,Research & Development,9,3,Life Sciences,Male,Research Scientist,1,Single,2438,24978,4,1,80,0,7,3,2,1,2
1814,41,Research & Development,5,3,Life Sciences,Male,Healthcare Representative,2,Single,6870,15530,3,1,80,0,11,3,2,1,2
1815,41,Sales,4,1,Marketing,Female,Sales Executive,3,Divorced,10447,26458,0,1,80,1,23,22,14,13,5
1816,30,Research & Development,10,3,Medical,Female,Manufacturing Director,3,Single,9667,2739,9,1,80,0,9,7,7,0,2
1818,26,Human Resources,20,2,Medical,Female,Human Resources,1,Married,2148,6889,0,1,80,0,6,5,1,1,4
1821,46,Research & Development,21,2,Medical,Female,Healthcare Representative,2,Married,8926,10842,4,1,80,1,13,9,7,3,7
1822,40,Research & Development,1,3,Life Sciences,Female,Healthcare Representative,2,Divorced,6513,9060,4,1,80,1,12,5,3,0,3
1823,34,Sales,8,2,Technical Degree,Male,Sales Executive,2,Married,6799,22128,1,1,80,2,10,10,8,4,8
1824,58,Sales,2,3,Medical,Male,Manager,4,Divorced,16291,22577,4,1,80,1,37,16,9,14,14
1826,35,Research & Development,23,4,Medical,Male,Laboratory Technician,1,Married,2705,9696,0,1,80,1,6,5,4,0,3
1827,47,Research & Development,4,3,Life Sciences,Female,Manufacturing Director,3,Divorced,10333,19271,8,1,80,1,28,22,11,14,10
1829,40,Research & Development,12,3,Life Sciences,Female,Healthcare Representative,2,Divorced,4448,10748,2,1,80,1,15,7,4,7,7
1830,54,Research & Development,7,4,Medical,Female,Research Scientist,2,Married,6854,15696,4,1,80,1,14,7,1,1,7
1833,31,Sales,7,4,Marketing,Female,Sales Executive,3,Married,9637,8277,2,1,80,2,9,3,2,2,2
1834,28,Research & Development,1,3,Medical,Female,Research Scientist,1,Married,3591,12719,1,1,80,1,3,3,2,1,2
1835,38,Sales,2,4,Marketing,Female,Sales Representative,2,Married,5405,4244,2,1,80,2,20,4,2,0,3
1836,26,Sales,10,3,Medical,Male,Sales Executive,2,Single,4684,9125,1,1,80,0,5,5,3,1,2
1837,58,Research & Development,15,4,Life Sciences,Male,Research Director,4,Married,15787,21624,2,1,80,0,23,2,2,2,2
1839,18,Research & Development,14,3,Medical,Female,Research Scientist,1,Single,1514,8018,1,1,80,0,0,0,0,0,0
1842,31,Human Resources,18,5,Human Resources,Male,Human Resources,1,Married,2956,21495,0,1,80,0,2,1,0,0,0
1844,29,Human Resources,13,3,Human Resources,Male,Human Resources,1,Divorced,2335,3157,4,1,80,3,4,2,2,2,0
1845,45,Sales,2,4,Life Sciences,Female,Sales Executive,2,Married,5154,19665,4,1,80,2,10,8,7,5,7
1847,36,Research & Development,2,4,Other,Female,Research Scientist,2,Married,6962,19573,4,1,80,1,15,1,0,0,0
1849,43,Sales,2,4,Life Sciences,Male,Sales Executive,2,Married,5675,19246,1,1,80,1,7,7,7,7,7
1850,27,Research & Development,5,2,Life Sciences,Female,Laboratory Technician,1,Single,2379,19826,0,1,80,0,6,5,4,0,2
1852,29,Research & Development,20,1,Medical,Male,Laboratory Technician,1,Married,3812,7003,1,1,80,0,11,11,8,3,10
1853,32,Sales,10,4,Marketing,Male,Sales Executive,2,Single,4648,26075,8,1,80,0,4,0,0,0,0
1854,42,Research & Development,10,4,Technical Degree,Male,Research Scientist,1,Married,2936,6161,3,1,80,2,10,6,3,3,3
1856,47,Research & Development,9,4,Life Sciences,Female,Laboratory Technician,1,Single,2105,5411,4,1,80,0,7,2,2,2,0
1857,46,Research & Development,2,2,Life Sciences,Male,Manufacturing Director,3,Divorced,8578,19989,3,1,80,1,12,9,8,4,7
1858,28,Human Resources,1,2,Life Sciences,Male,Human Resources,1,Divorced,2706,10494,1,1,80,1,3,3,2,2,2
1859,29,Research & Development,29,1,Life Sciences,Male,Healthcare Representative,2,Divorced,6384,21143,8,1,80,2,11,7,0,1,6
1860,42,Research & Development,8,3,Life Sciences,Male,Laboratory Technician,1,Single,3968,13624,4,1,80,0,8,0,0,0,0
1862,32,Sales,2,4,Marketing,Male,Sales Executive,2,Single,9907,26186,7,1,80,0,7,2,2,2,2
1863,46,Sales,3,3,Technical Degree,Female,Sales Executive,4,Divorced,13225,7739,2,1,80,1,25,19,17,2,8
1864,27,Sales,23,1,Medical,Female,Sales Representative,2,Married,3540,7018,1,1,80,1,9,9,8,5,8
1865,29,Human Resources,6,1,Medical,Male,Human Resources,1,Married,2804,15434,1,1,80,0,1,1,0,0,0
1866,43,Research & Development,6,3,Medical,Female,Manager,5,Married,19392,22539,7,1,80,0,21,16,12,6,14
1867,48,Research & Development,10,3,Life Sciences,Male,Research Director,5,Married,19665,13583,4,1,80,0,29,22,10,12,9
1868,29,Research & Development,24,2,Life Sciences,Male,Research Scientist,1,Single,2439,14753,1,1,80,0,1,1,0,1,0
1869,46,Sales,10,3,Life Sciences,Female,Sales Executive,3,Married,7314,14011,5,1,80,3,14,8,7,0,7
1870,27,Research & Development,15,3,Life Sciences,Female,Research Scientist,1,Married,4774,23844,0,1,80,1,8,7,6,7,3
1871,39,Research & Development,19,4,Other,Male,Research Scientist,2,Divorced,3902,5141,8,1,80,3,7,2,2,2,2
1873,55,Research & Development,2,4,Technical Degree,Male,Research Scientist,1,Married,2662,7975,8,1,80,1,19,5,2,0,4
1875,28,Sales,3,3,Medical,Female,Sales Representative,1,Married,2856,3692,1,1,80,1,1,1,0,0,0
1876,30,Sales,9,3,Medical,Male,Sales Representative,1,Single,1081,16019,1,1,80,0,1,1,0,0,0
1878,22,Research & Development,7,1,Life Sciences,Male,Research Scientist,1,Single,2472,26092,1,1,80,0,1,1,0,0,0
1880,36,Sales,10,4,Technical Degree,Female,Sales Executive,2,Married,5673,6060,1,1,80,1,10,10,9,1,7
1881,31,Research & Development,20,3,Life Sciences,Male,Laboratory Technician,2,Divorced,4197,18624,1,1,80,1,10,10,8,0,2
1882,34,Sales,4,3,Life Sciences,Male,Sales Executive,3,Married,9713,24444,2,1,80,3,9,5,3,1,0
1883,29,Research & Development,7,3,Life Sciences,Male,Laboratory Technician,1,Single,2062,19384,3,1,80,0,11,3,2,1,2
1885,37,Research & Development,7,4,Medical,Male,Research Scientist,2,Married,4284,13588,5,1,80,1,16,5,3,0,4
1886,35,Research & Development,16,2,Other,Female,Manufacturing Director,2,Married,4788,25388,0,1,80,0,4,3,2,0,2
1888,45,Research & Development,25,2,Life Sciences,Female,Manufacturing Director,2,Married,5906,23888,0,1,80,2,10,9,8,3,8
1890,36,Human Resources,2,1,Human Resources,Male,Human Resources,2,Single,3886,4223,1,1,80,0,10,10,1,0,8
1892,40,Research & Development,1,4,Life Sciences,Male,Manager,4,Divorced,16823,18991,2,1,80,1,22,19,7,11,16
1893,26,Research & Development,1,2,Life Sciences,Female,Research Scientist,1,Married,2933,14908,1,1,80,1,1,1,0,1,0
1898,27,Sales,2,2,Medical,Female,Sales Executive,2,Single,6500,26997,0,1,80,0,9,8,7,0,7
1900,48,Research & Development,22,3,Medical,Female,Manager,4,Divorced,17174,2437,3,1,80,1,24,22,17,4,7
1903,44,Research & Development,1,4,Life Sciences,Male,Healthcare Representative,2,Married,5033,9364,2,1,80,1,10,2,0,2,2
1905,34,Research & Development,16,4,Technical Degree,Male,Research Scientist,1,Married,2307,14460,1,1,80,1,5,5,2,3,0
1907,56,Research & Development,24,2,Life Sciences,Male,Laboratory Technician,1,Single,2587,10261,1,1,80,0,5,4,2,1,0
1908,36,Sales,17,2,Marketing,Male,Sales Executive,2,Married,5507,16822,2,1,80,2,12,4,2,1,3
1909,41,Sales,8,3,Marketing,Female,Sales Executive,2,Married,4393,26841,5,1,80,1,14,5,4,1,4
1911,42,Research & Development,6,3,Medical,Male,Research Director,3,Married,13348,14842,9,1,80,1,18,13,7,5,7
1912,31,Sales,10,2,Medical,Female,Sales Executive,2,Divorced,6583,20115,2,1,80,1,8,5,2,1,4
1915,34,Sales,3,1,Medical,Female,Sales Executive,2,Married,8103,16495,3,1,80,0,9,4,2,0,1
1916,31,Research & Development,4,3,Medical,Female,Laboratory Technician,1,Divorced,3978,16031,8,1,80,1,4,2,2,2,2
1918,26,Research & Development,6,3,Other,Male,Laboratory Technician,1,Married,2544,7102,0,1,80,1,8,7,7,7,7
1922,45,Research & Development,1,4,Medical,Male,Healthcare Representative,2,Single,5399,14511,4,1,80,0,12,4,2,0,3
1924,33,Sales,10,4,Marketing,Male,Sales Executive,2,Single,5487,10410,1,1,80,0,10,10,4,0,9
1927,28,Sales,1,2,Life Sciences,Male,Sales Executive,2,Married,6834,19255,1,1,80,1,7,7,7,0,7
1928,29,Sales,24,3,Technical Degree,Male,Sales Representative,1,Single,1091,10642,1,1,80,0,1,1,0,0,0
1929,39,Sales,21,4,Life Sciences,Female,Sales Executive,2,Married,5736,3987,6,1,80,1,10,3,2,1,2
1931,27,Research & Development,2,4,Technical Degree,Male,Research Scientist,1,Married,2226,6073,1,1,80,1,6,5,3,1,2
1932,34,Research & Development,22,4,Other,Male,Research Scientist,2,Married,5747,26496,1,1,80,0,16,15,10,6,11
1933,28,Sales,13,2,Marketing,Female,Sales Executive,2,Single,9854,23352,3,1,80,0,6,2,0,2,2
1934,47,Research & Development,14,4,Technical Degree,Male,Research Scientist,2,Married,5467,2125,8,1,80,1,16,8,7,1,7
1935,56,Sales,11,5,Marketing,Female,Sales Executive,2,Married,5380,20328,4,1,80,1,6,0,0,0,0
1936,39,Research & Development,9,2,Medical,Male,Manufacturing Director,2,Married,5151,12315,1,1,80,1,10,10,0,7,9
1937,38,Research & Development,8,3,Medical,Female,Research Scientist,2,Divorced,2133,18115,1,1,80,1,20,20,11,0,7
1938,58,Sales,21,3,Life Sciences,Female,Manager,4,Married,17875,11761,4,1,80,1,29,1,0,0,0
1939,32,Research & Development,5,2,Life Sciences,Female,Research Scientist,1,Single,2432,15318,3,1,80,0,8,4,1,0,3
1940,38,Research & Development,9,2,Life Sciences,Male,Research Scientist,1,Divorced,4771,14293,2,1,80,2,10,5,2,0,3
1941,49,Research & Development,2,1,Life Sciences,Male,Research Director,5,Married,19161,13738,3,1,80,0,28,5,4,4,3
1943,42,Sales,12,4,Marketing,Male,Sales Executive,2,Divorced,5087,2900,3,1,80,2,14,0,0,0,0
1944,27,Human Resources,22,3,Human Resources,Female,Human Resources,1,Married,2863,19555,1,1,80,0,1,1,0,0,0
1945,35,Sales,18,4,Medical,Male,Sales Executive,2,Married,5561,15975,0,1,80,1,6,5,3,0,4
1947,28,Research & Development,16,3,Medical,Male,Research Scientist,1,Single,2144,2122,1,1,80,0,5,5,3,1,4
1948,31,Research & Development,3,2,Medical,Male,Research Scientist,1,Divorced,3065,3995,1,1,80,1,4,4,2,2,3
1949,36,Research & Development,9,4,Life Sciences,Male,Laboratory Technician,1,Married,2810,9238,1,1,80,0,5,5,4,0,2
1950,34,Sales,1,3,Marketing,Male,Sales Executive,3,Single,9888,6770,1,1,80,0,14,14,8,2,1
1951,34,Sales,13,4,Medical,Male,Sales Executive,3,Divorced,8628,22914,1,1,80,1,9,8,7,1,1
1952,26,Research & Development,1,3,Medical,Male,Laboratory Technician,1,Single,2867,20006,0,1,80,0,8,7,7,7,6
1954,29,Research & Development,1,3,Life Sciences,Male,Healthcare Representative,2,Married,5373,6225,0,1,80,1,6,5,3,0,2
1955,32,Research & Development,15,4,Medical,Female,Healthcare Representative,2,Divorced,6667,16542,5,1,80,1,9,5,1,1,2
1956,31,Research & Development,1,3,Life Sciences,Male,Research Scientist,2,Married,5003,5771,1,1,80,0,10,10,8,8,7
1960,28,Research & Development,17,3,Technical Degree,Male,Laboratory Technician,1,Divorced,2367,18779,5,1,80,1,6,4,1,0,3
1961,38,Sales,1,3,Life Sciences,Male,Sales Representative,1,Single,2858,11473,4,1,80,0,20,1,0,0,0
1962,35,Sales,7,4,Life Sciences,Female,Sales Executive,2,Married,5204,13586,1,1,80,0,10,10,8,0,9
1965,27,Sales,9,3,Marketing,Male,Sales Executive,2,Single,4105,5099,1,1,80,0,7,7,7,0,7
1966,32,Research & Development,5,4,Life Sciences,Male,Manufacturing Director,2,Single,9679,10138,8,1,80,0,8,1,0,0,0
1967,31,Sales,26,4,Marketing,Male,Sales Executive,2,Married,5617,21075,1,1,80,0,10,10,7,0,8
